POSITION_TITLE,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWARDS,COMMUNITY_SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,LANGUAGES
CONSULTANT,"Transition from an Application Developer and secure a position as a Business Analyst or Technical liaison with a company that can fully utilize my education and experience, while offering upward growth and opportunity",Bachelor,college,computer science,26.0,no,no,no,no,4,"['      Microsoft .Net Visual Basic and C#  Blaze Advisor .net Rules Engine  HTML', 'JavaScript  Visual Basic 5.0 and C++ programming - Introduction and advanced concepts.                 Experience      Consultant   06/2012   to   Current     Company Name   City', 'State       Managed/Designed/Developed Market Segment determination rules. Rules Service provided account and policy a market segment values of either Mid-Market or Small-Market areas of underwriting. Determining market segments streamlined Underwriting workflows and allowed processing center to efficiently handle insured accounts.  Managed/Designed/Developed Underwriting rules question service. Real-time access of questions', 'per entry screen from online quoting system']",1
CONSULTANT,"An accomplished and results-driven  MARKETING AND SALES MANAGER AND PROFESSIONAL  with extensive experience in new business development, branding, customer relations, account and people management, training and development, and new, emerging, and traditional media",Master,university,marketing,,yes,no,yes,no,3,"[' Microsoft Office Excel', 'Word', 'PowerPoint']",1
CONSULTANT,"Health care Administrative Assistant with 3 years of experience    Experience in the health field for 5+ years    Allocated monthly budget of $1000 for Muslim Students Association's planned activities    Organized fundraising events with the supervision of the Event coordinator at Wing's Program         Skills           Skilled in Microsoft Office Suite, Adobe Premier Suite, SQL Database, and SAS    Planning and development    Strategic decision making    Fluent in English and Urdu, Functional in Spanish        Data Management    Excellent communication skills    Time management    Conflict resolution             Work History      Health Revenue Specialist  ,     02/2019   to   Current     Company Name   –   City  ,   State       Developed work plans to meet business priorities and deadlines",Bachelor,university,science,3.0,no,no,no,no,6,"['       Skilled in Microsoft Office Suite', 'Adobe Premier Suite', 'SQL Database', 'and SAS    Planning and development    Strategic decision making    Fluent in English and Urdu', 'Functional in Spanish        Data Management    Excellent communication skills    Time management    Conflict resolution             Work History      Health Revenue Specialist', '']",3
CONSULTANT,,Diploma,college,,,no,no,no,no,19,"['    Excel and Microsoft Office\n\t         Read Schematics and Blue Prints            Work History            Company Name                  Experience      Company Name   City', 'State     Consultant      Had Classes for safety and handed out rule books to personnel. Set up programs on their computers help them keep current location of their inventory (Rail Cars). Set up a process for computer personnel to report information on movement of inventory to their Supervisors.\xa0        Company Name   City', 'State     Manager Asst. Bldg. Superintendent', 'Manager of the Demurage and\n\t\t\t\t\t\tSwitching Billing', 'Asst. To\n\t\t\t\t\t\tClerical Director', 'Manager Crew              Company Name   City', 'State     Manager        Prevention of Inter-modal equip-\t\t\t\t\t\t\t\t\tment.  Retired) Assembler Chrysler Automotive\n\tMcDonald Aircraft Co.\tLong Beach', 'Calif.\tAssembler on DC 8 Aircraft\n\tGeneral Telephone Co.\tLong Beach', 'Calif.\tCentral Office Computers Tech.          Education and Training          Tuloso-Midway High School\tCorpus Christi Texas            Diploma      San Jacinto College\t\tPasadena Texas\t(60 Semester Hours)\n\tGeneral Telephone\t\tLong Beach', 'Calif.\t(4 company schools        Personal Information    Non Smoker or Drinker. I am  punctual honest and have a good work ethic.        Skills    Automotive', 'Consolidations', 'DC 8', 'Excel', 'Microsoft Office', 'Office', 'Read', 'San', 'Schematics', 'Telephone']",1
CONSULTANT,,Master,university,health administration,4.0,yes,no,no,no,17,"['      Healthcare Analytics (4 years)', 'Physician Engagement (2 years)', 'Project Management (4 years)', 'Consulting  2 years)', 'Sales (5 years)', 'Marketing Strategy (4 years)', 'Tableau (2 years)', 'Excel (5 years)', 'Excel (5 years)', 'Public Speaking (5 years)', 'Machine Learning (2 years)', 'Financial Analysis (5 years)', 'Databases (1 year)', 'SQL (1 year)', 'Business Development (3 years)', 'Business Intelligence (2 years)', 'User Experience Design']",1
CONSULTANT,,Bachelor,university,,37.0,no,no,yes,no,22,"['Architect', 'business process', 'Competitive', 'Consulting', 'contracts', 'Client', 'Clients', 'design and construction', 'documentation', 'Engineering support', 'estimating', 'fast', 'office', 'next', 'developer', 'Profit', 'Program Management', 'Project Management', 'proposal', 'research', 'retail', 'scheduling']",1
CONSULTANT,Working independently  Training program implementation  Quality control  Process improvement   System testing        Gap analysis  System administration  UNIX system performance monitoring  Technical writing  Unix/Linux environments            Relevant Experience    Created build guides that ultimately led to the automation of many elements of the build process for several teams,Bachelor,university,information systems,6.0,no,no,no,no,37,"['AIX', 'automation', 'change management', 'Citrix', 'Consulting', 'client', 'clients', 'database', 'delivery', 'designing', 'documentation', 'FTP', 'HP-UX', 'HR', 'leadership', 'Linux', 'macros', 'managing', 'meetings', 'access', 'Microsoft Access', 'Works', 'PeopleSoft', 'policies', 'processes', 'quality assurance', 'SSH', 'Servers', 'scripts', 'spreadsheets', 'SQL', 'troubleshooting', 'VPN', 'VMS', 'Websphere', 'workflow', 'workshops']",1
CONSULTANT,,Master,university,computer science,17.0,no,no,no,no,51,"[' Adobe suite', 'application development', 'approach', 'Assembler', 'Billing', 'business analysis', 'C', 'Carpenter', 'CL', 'client server', 'hardware', 'hardware installation', 'conversion', 'CRM', 'client', 'clients', 'data migration', 'data processing', 'Database', 'Delphi', 'designing', 'senior management', 'financial', 'functional', 'HTML', 'Imaging', 'Insurance', 'Languages', 'leadership', 'Director', 'market', 'marketing collateral', 'Access Basic', 'Office', 'MS-Office', 'MS-Project', 'Windows', 'Windows 2000', 'negotiating', 'Operating Systems', 'Oracle', 'Developer', 'Pascal', 'processes', 'Programming', 'RFP', 'SQL Server', 'SQL Windows', 'UNIX', 'Visio', 'Visual Basic']",1
IT CONSULTANT,Highly qualified Electronics Engineering Technician with training and experience in electrical and mechanical systems,Master,university,business administration,6.0,no,no,no,no,2,"['      Preventive and reparative maintenance  Troubleshooting  Mechanical systems  Testing  Soldering and wiring  Installation  Hardware diagnostics  Time management      Cost estimation  Operation system software  Microsoft Office  Project Management  Staff management  Advanced critical thinking  Technical support            Work History      IT Consultant', '']",1
CONSULTANT,Over 15 years of experience in the Non-profit social services sector,Bachelor,university,,15.0,yes,no,yes,no,3,"['    Microsoft Word', 'Power-point', 'Excel']",2
CONSULTANT,"Master's degree and more than seven years of experience planning, organizing, developing and directing social service projects",Master,university,public health,5.0,yes,no,no,no,41,"['administrative', 'administrative functions', 'attention to detail', 'benefits', 'budget', 'Cancer', 'case management', 'conferences', 'contracts', 'data collection', 'direction', 'disease prevention', 'environmental health', 'financial', 'health education', 'Innovation', 'Director', 'meetings', 'Mental Health', 'Excel', 'Microsoft Office', 'Outlook', 'PowerPoint', 'Publisher', 'Word', 'navigation', 'Network', 'nursing', 'organizational', 'personnel', 'policies', 'procurement', 'progress', 'receiving', 'recruitment', 'reporting', 'SAS', 'Social Services', 'SPSS', 'surveys', 'technical assistance']",1
CONSULTANT,College graduate with interest in insurance claims work,Bachelor,university,information management systems,15.0,no,no,no,no,21,"['      Unix', 'SQL Server 2005', 'SQL Server 2008', 'SQL Server 2008R2', 'VM-Ware', 'ODBC', 'SQL', 'PL/SQL', 'Access', 'MS Office Suite', 'MS Visio', 'Oracle 10g', 'Oracle 11g', 'SAP Business Objects BI Suite', 'PeopleSoft', 'ADP', 'and cView SAP Business Objects Suite', 'MS Reporting Suite', 'MicroStrategy', 'MS Office Suite', 'Tableau']",1
CONSULTANT,"As a proud Microsoft employee, I'm driven by Customer obsession, Growth Mindset and One Microsoft principles",Master,university,,6.0,no,no,yes,no,24,"['go live', 'Architect', 'audio', 'Cisco', 'Citrix', 'Consultant', 'content and developing', 'content', 'delivery', 'designing', 'Engineer', 'focus', 'Hub', 'Innovation', 'Office', 'migration', 'Enterprise', 'Network', 'Quality', 'real-time', 'Risk Assessment', 'sales', 'strategy', 'video']",1
CONSULTANT,"Employee relations     Performance management strategies   Excellent interpersonal and coaching skills    Course Prep for SHRM-SCP (May 2017)       Employee handbook development  Event management  Manager coaching and training  Employee relations  Hiring and retention            Experience      Consultant     Aug 2015   to   Current      Company Name   －   City  ,   State    Create professional business presentations",Master,university,science,30.0,no,no,no,no,2,"[' Revamped the orientation process for all new hires', 'which was implemented company']",1
CONSULTANT,,Bachelor,university,arts,,no,no,no,no,65,"['Accounting', 'accounts payable', 'accounts receivable', 'acquisitions', 'approach', 'agency', 'banking', 'benefits', 'billing', 'budget', 'business communication', 'Business Development', 'business plan', 'cash management', 'excellent communication', 'consulting', 'contracts', 'client', 'clients', 'database', 'delivery', 'document management', 'documentation', 'senior management', 'features', 'Finance', 'financial', 'financial reporting', 'government', 'gross profit', 'human resources', 'Insurance', 'Italian', 'leadership', 'legal', 'marketing strategies', 'marketing strategy', 'marketing', 'market', 'marketing materials', 'meetings', 'next', 'page', 'payroll', 'presentations', 'program evaluation', 'proposals', 'quality', 'relationship building', 'reporting', 'research', 'risk management', 'selling', 'sales', 'Six Sigma', 'Spanish', 'Statistics', 'strategy', 'strategic', 'supervising', 'tax', 'taxes', 'telephone', 'trade shows', 'written']",2
CONSULTANT,Military veteran and PhD with a breadth of professional experience,Doctorate,university,arts,,yes,no,no,no,47,"['ad', 'Articulate', 'budget', 'concise', 'conferences', 'Consulting', 'Copy Editing', 'client', 'clients', 'Data collection', 'Data Entry', 'Drafting', 'Editor', 'Editorial', 'fast', 'finance', 'Fundraising', 'Government', 'Law Enforcement', 'Leadership', 'team leader', 'managing', 'materials', 'media relations', 'money', 'MOS', 'Networking', 'newsletters', 'personnel', 'Personnel Management', 'Policy Analysis', 'presentation skills', 'PRIME', 'problem solving', 'progress', 'Project Management', 'public relations', 'Public Speaking', 'Quantitative Analysis', 'reporting', 'Research', 'Security Clearance', 'seminars', 'SOP', 'stories', 'workshops', 'writer']",1
CONSULTANT,I am a senior IT infrastructure specialist and have 7 years of OEM administration and 6 years of DBA administration,Master,university,,7.0,no,no,no,no,55,"['Architect', 'Backup', 'c', 'Change Management', 'Strong interpersonal skills', 'excellent communication', 'Computer Applications', 'Clients', 'Database Administration', 'DBA', 'databases', 'Database', 'disaster recovery', 'inventory', 'IT support', 'ITIL', 'Linux', 'People Management', 'Managing', 'Excel', 'MS Project', 'Windows', 'Middleware', 'Enterprise', 'Operating System', 'Operations Management', 'Oracle Applications', 'Oracle Application          server', 'Oracle Enterprise Manager', 'Oracle', 'Oracle DBA', 'Oracle Database', 'organizational skills', 'People skills', 'Excellent presentation skills', 'Primavera', 'Process development', 'processes', 'Project Management', 'Quick', 'servers', 'Six Sigma', 'Solaris', 'SQL', 'SSL', 'Technical support', 'trouble shooting', 'troubleshooting', 'HP-Unix', 'UNIX', 'upgrades', 'Upgrade', 'Visio', 'WebLogic', 'Win runner']",1
CONSULTANT,"A dynamic public relations professional with 15 years of experience in developing integrated communications and media relations programs that drive executive eminence, thought leadership and brand awareness",Master,university,international affairs,15.0,yes,no,no,no,0,[],1
CONSULTANT,"I consider myself to be a charismatic and persuasive Marketing Manager offering expertise in property management, public speaking, advertising and media relations",Bachelor,university,,3.0,yes,no,no,no,19,"['Sales', 'public relations', 'MRI residental software', 'budget creation', 'scheduling appointments', 'attention to detail', 'interpersonal', 'clients', 'filing', 'front office', 'leadership skills', 'legal documents', 'Mac and PC', 'managin', 'handling money', 'Microsoft Office', 'POS system', 'phone skills', 'time management']",1
